City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,sao joao da barra,-21.6403,-41.0511,72.55,79,90,5.44,BR,1671160103
84,tuktoyaktuk,69.4541,-133.0374,-8.79,94,55,8.66,CA,1671160104
85,tilichiki,60.4667,166.1,26.73,80,100,12.93,RU,1671160104
86,salalah,17.0151,54.0924,73.49,49,0,8.05,OM,1671160105
87,odienne,9.51,-7.5692,67.24,25,0,0.6,CI,1671160105
88,qui nhon,13.7667,109.2333,75.99,82,99,12.62,VN,1671160105
89,esperance,-33.8667,121.9,65.64,58,52,19.64,AU,1671160106
90,zyryanka,65.75,150.85,-23.35,97,100,22.1,RU,1671160106
91,vaini,-21.2,-175.2,82.56,78,20,16.11,TO,1671160106
92,punta arenas,-53.15,-70.9167,55.51,67,75,17.27,CL,1671160107
93,lorengau,-2.0226,147.2712,78.66,85,100,7.74,PG,1671160107
94,louis trichardt,-23.0439,29.9032,65.73,92,100,3.29,ZA,1671160107
95,kyzyl-suu,42.3414,78.0056,23.58,55,0,8.93,KG,1671160108
96,hermanus,-34.4187,19.2345,70.81,90,99,9.28,ZA,1671160108
97,egvekinot,66.3167,-179.1667,0.16,97,100,1.12,RU,1671160109
98,clyde river,70.4692,-68.5914,-11.04,82,2,5.95,CA,1671160109
99,aklavik,68.2191,-135.0107,-5.73,87,72,11.86,CA,1671160109
100,mirnyy,62.5353,113.9611,-12.66,99,98,6.13,RU,1671160110
101,itarema,-2.9248,-39.9167,78.85,79,100,13.24,BR,1671160110
102,san patricio,28.017,-97.5169,66.04,57,2,7.25,US,1671160109
103,lagoa,39.05,-27.9833,59.38,86,100,22.48,PT,1671160110
104,mabaruma,8.2,-59.7833,71.91,98,5,2.37,GY,1671160111
105,saint-philippe,-21.3585,55.7679,78.39,85,57,14.43,RE,1671160111
106,islamkot,24.6997,70.177,66.56,22,18,5.99,PK,1671160112
107,loreto,22.2667,-101.9667,55.44,20,3,4.63,MX,1671160046
108,thanesar,29.9833,76.8167,54.34,34,0,4.03,IN,1671160112
109,hambantota,6.1241,81.1185,75.54,94,20,3.44,LK,1671160112
110,kumo,10.0447,11.2122,70.79,21,92,7.14,NG,1671160113
111,freeport,40.6576,-73.5832,44.1,91,100,23.02,US,1671160113
112,saint george,37.1041,-113.5841,41.59,48,0,1.99,US,1671160049
113,kholtoson,50.2981,103.3097,-6.99,75,98,4.21,RU,1671160114
114,abong mbang,3.9833,13.1833,65.73,67,31,3.15,CM,1671160114
115,sahibganj,25.25,87.65,62.55,34,31,6.85,IN,1671160114
116,korla,41.7597,86.1469,20.64,57,0,4.7,CN,1671160115
117,kolondieba,11.0882,-6.8926,69.39,18,0,4.07,ML,1671160115
118,inuvik,68.3499,-133.7218,-7.55,94,72,9.98,CA,1671160115
119,yulara,-25.2406,130.9889,80.96,25,71,16.02,AU,1671160116
120,huron,41.1501,-82.5499,40.46,90,86,9.91,US,1671160116
121,neiafu,-18.65,-173.9833,83.08,74,20,8.05,TO,1671160116
122,pevek,69.7008,170.3133,-15.88,87,100,1.66,RU,1671160117
123,bodden town,19.2833,-81.25,80.6,78,20,6.91,KY,1671160117
124,cabo san lucas,22.8909,-109.9124,68.5,70,0,8.05,MX,1671160118
125,fort saint james,54.4333,-124.25,17.62,97,94,3.6,CA,1671160118
126,atar,20.5169,-13.0499,71.87,36,0,7.09,MR,1671160118
127,klaksvik,62.2266,-6.589,29.32,50,100,7.11,FO,1671160118
128,lima,-12.0432,-77.0282,70.9,83,20,10.36,PE,1671160119
129,nouadhibou,20.931,-17.0347,66.4,89,0,20.24,MR,1671160119
130,kudahuvadhoo,2.6708,72.8944,80.02,74,28,2.21,MV,1671160120
131,arinos,-15.9169,-46.1056,67.6,95,20,1.57,BR,1671159910
132,byron bay,-28.65,153.6167,70.83,57,58,9.15,AU,1671160120
133,yuxia,34.0615,108.6291,38.43,35,100,8.05,CN,1671160120
134,cidreira,-30.1811,-50.2056,70.14,90,65,1.36,BR,1671160102
135,kedrovyy,56.1667,91.8167,9.01,96,85,4.0,RU,1671160121
136,kodiak,57.79,-152.4072,35.11,100,100,0.0,US,1671160121
137,ilulissat,69.2167,-51.1,28.42,69,75,11.5,GL,1671160122
138,yamada,39.4667,141.95,36.01,55,66,16.62,JP,1671160122
139,north myrtle beach,33.816,-78.68,51.06,85,0,3.44,US,1671160100
140,cherskiy,68.75,161.3,-21.64,85,100,0.47,RU,1671160122
141,tiksi,71.6872,128.8694,-27.72,100,100,2.24,RU,1671160123
142,tasiilaq,65.6145,-37.6368,17.76,62,91,3.44,GL,1671160123
143,abadan,30.3392,48.3043,62.15,68,0,6.51,IR,1671160123
144,pisco,-13.7,-76.2167,69.85,83,75,3.44,PE,1671160124
145,bathsheba,13.2167,-59.5167,80.06,90,40,18.41,BB,1671160124
146,bethel,41.3712,-73.414,40.77,86,100,12.66,US,1671160125
147,erzurum,40.0,41.5,35.28,97,100,4.36,TR,1671160125
148,khatanga,71.9667,102.5,-13.4,92,100,8.95,RU,1671160125
149,winton,37.3894,-120.6133,44.74,85,0,0.0,US,1671160126
150,puerto ayora,-0.7393,-90.3518,70.56,96,49,4.74,EC,1671160126
151,coquimbo,-29.9533,-71.3436,60.53,100,75,6.91,CL,1671160126
152,bang phae,13.6916,99.9298,76.93,58,26,7.74,TH,1671160127
153,carupano,10.6678,-63.2585,75.7,89,27,9.01,VE,1671160127
154,dongsheng,39.8161,109.9776,6.17,38,3,18.19,CN,1671160128
155,tanuku,16.75,81.7,77.36,64,7,4.7,IN,1671160128
156,guerrero negro,27.9769,-114.0611,61.27,57,100,15.46,MX,1671160128
157,cimislia,46.52,28.7842,37.54,97,98,6.82,MD,1671160129
158,mbigou,-1.9005,11.906,66.06,98,55,1.66,GA,1671160129
159,puerto escondido,15.85,-97.0667,76.03,73,0,3.44,MX,1671160129
160,bilma,18.6853,12.9164,68.0,19,100,7.67,NE,1671160130
161,ust-maya,60.4167,134.5333,-41.48,97,96,2.64,RU,1671160130
162,snasa,64.2457,12.3778,11.61,97,100,4.38,NO,1671160130
163,tiznit,29.5833,-9.5,56.77,81,85,7.2,MA,1671160131
164,port alfred,-33.5906,26.891,67.17,97,24,1.01,ZA,1671160108
165,yar-sale,66.8333,70.8333,10.65,93,100,13.73,RU,1671160131
166,preobrazheniye,42.9019,133.9064,11.21,47,1,16.37,RU,1671160132
167,berdigestyakh,62.0989,126.6992,-26.75,98,100,5.03,RU,1671160132
168,ngora,1.4314,33.7772,65.66,74,3,3.74,UG,1671160132
169,port hedland,-20.3167,118.5667,96.85,34,0,16.11,AU,1671160133
170,malaya purga,56.5567,53.0043,3.2,100,100,4.61,RU,1671160133
171,jalu,29.0331,21.5482,64.35,46,0,8.01,LY,1671160133
172,airai,-8.9266,125.4092,75.7,56,87,2.48,TL,1671160134
173,ambon,-3.6954,128.1814,87.94,70,40,3.44,ID,1671160134
174,mitsamiouli,-11.3847,43.2844,79.79,80,84,8.88,KM,1671160134
175,kavaratti,10.5669,72.642,81.73,69,0,8.21,IN,1671160135
176,mwinilunga,-11.7358,24.4293,61.59,98,100,3.91,ZM,1671160135
177,flin flon,54.7682,-101.865,10.69,92,100,11.88,CA,1671160136
178,kotel,42.8833,26.45,47.14,92,100,4.79,BG,1671160136
179,pangody,65.85,74.4859,8.47,91,100,16.42,RU,1671160136
180,kharovsk,59.9642,40.1912,20.05,94,100,9.08,RU,1671160137
181,dakar,14.6937,-17.4441,72.48,74,0,17.65,SN,1671160137
182,watsa,3.0372,29.5355,61.05,94,3,1.54,CD,1671160137
183,norman wells,65.282,-126.8329,-7.6,98,100,1.21,CA,1671160138
184,bubaque,11.2833,-15.8333,81.46,53,0,8.7,GW,1671160101
185,san andres,12.5847,-81.7006,82.42,78,40,11.5,CO,1671160138
186,japura,-0.3167,102.35,86.07,69,99,1.81,ID,1671160139
187,nome,64.5011,-165.4064,-9.33,84,0,3.44,US,1671160139
188,georgiyevka,43.0369,74.7114,37.44,56,0,11.18,KZ,1671160139
189,bredasdorp,-34.5322,20.0403,68.65,95,100,8.21,ZA,1671160140
190,puerto narino,-3.7703,-70.3831,72.66,99,100,2.71,CO,1671160140
191,yagodnoye,62.55,149.6667,-16.26,97,100,6.73,RU,1671160140
192,mareeba,-17.0,145.4333,95.43,48,1,7.07,AU,1671160141
193,duvan,55.695,57.9024,-0.62,99,88,2.35,RU,1671160141
194,qaqortoq,60.7167,-46.0333,10.0,76,11,5.32,GL,1671160141
195,bengkulu,-3.8004,102.2655,83.62,64,91,5.5,ID,1671160142
196,waingapu,-9.6567,120.2641,86.63,62,100,4.92,ID,1671160142
197,umm kaddadah,13.6017,26.6876,62.26,35,100,13.98,SD,1671160143
198,salym,60.0625,71.4789,-0.35,87,96,9.37,RU,1671160143
199,alofi,-19.0595,-169.9187,80.49,74,75,8.05,NU,1671160144
200,provideniya,64.3833,-173.3,12.31,85,100,8.95,RU,1671160144
201,pringsewu,-5.3582,104.9744,84.18,69,98,3.2,ID,1671160144
202,moranbah,-22.0016,148.0466,90.66,31,65,3.15,AU,1671160145
203,yanaul,56.2719,54.9309,-1.59,100,100,4.38,RU,1671160145
204,saldanha,-33.0117,17.9442,65.32,96,46,6.31,ZA,1671160145
205,lebu,-37.6167,-73.65,57.7,83,0,21.99,CL,1671160146
206,miguel pereira,-22.4539,-43.4689,64.33,93,17,4.09,BR,1671160146
207,sedro-woolley,48.5039,-122.2361,40.17,87,0,0.0,US,1671160147
208,upernavik,72.7868,-56.1549,21.51,91,100,14.32,GL,1671160147
209,christchurch,-43.5333,172.6333,80.8,54,100,6.91,NZ,1671159905
210,yinchuan,38.4681,106.2731,17.56,37,45,6.58,CN,1671160147
211,buchanan,5.8808,-10.0467,77.4,83,36,2.62,LR,1671160148
212,armidale,-30.5167,151.65,70.54,21,0,8.97,AU,1671160148
213,khed brahma,24.0333,73.05,69.28,42,83,3.65,IN,1671160148
214,shiyan,32.6475,110.7781,42.22,43,100,2.04,CN,1671160149
215,torbay,47.6666,-52.7314,38.57,96,100,25.01,CA,1671160149
216,urumqi,43.801,87.6005,-4.85,84,75,2.24,CN,1671159961
217,mount gambier,-37.8333,140.7667,60.1,63,97,12.08,AU,1671160171
218,fukue,32.6881,128.8419,53.44,66,98,8.68,JP,1671160172
219,igarka,67.4667,86.5833,4.33,91,100,21.25,RU,1671160172
220,lalupon,7.4667,4.0667,71.67,95,44,1.68,NG,1671160173
221,taltal,-25.4,-70.4833,64.09,85,55,1.79,CL,1671160173
222,soyo,-6.1349,12.3689,77.79,88,100,8.28,AO,1671160173
223,georgetown,5.4112,100.3354,85.93,75,20,2.3,MY,1671160071
224,xilagani,40.9833,25.4167,55.89,96,100,0.78,GR,1671160174
225,powell,40.1578,-83.0752,41.61,88,83,1.01,US,1671160174
226,nikolskoye,59.7035,30.7861,17.49,97,95,3.51,RU,1671160174
227,broome,42.2506,-75.833,35.85,89,100,14.97,US,1671160175
228,los llanos de aridane,28.6585,-17.9182,58.75,67,0,10.36,ES,1671160175
229,brownsville,25.9018,-97.4975,62.55,85,0,4.61,US,1671160030
230,freising,48.4035,11.7488,33.91,96,75,5.75,DE,1671160176
231,shakawe,-18.3667,21.85,68.77,85,100,3.44,BW,1671160176
232,ahipara,-35.1667,173.1667,72.9,63,4,6.46,NZ,1671160176
233,dwarka,22.2394,68.9678,75.65,53,71,10.83,IN,1671160177
234,nioro,13.35,-15.75,70.41,14,78,4.29,GM,1671160177
235,oussouye,12.485,-16.5469,70.61,45,5,4.36,SN,1671160177
236,havoysund,70.9963,24.6622,34.03,63,100,16.4,NO,1671160178
237,avera,33.194,-82.5271,48.25,66,0,11.59,US,1671160178
238,pacific grove,36.6177,-121.9166,48.81,82,0,4.61,US,1671160070
239,rusape,-18.5278,32.1284,61.99,83,99,2.95,ZW,1671160179
240,grindavik,63.8424,-22.4338,21.67,63,20,17.27,IS,1671160179
241,tateyama,34.9833,139.8667,53.1,54,1,10.74,JP,1671160179
242,cockburn town,21.4612,-71.1419,78.24,66,0,17.09,TC,1671160180
243,arua,3.0201,30.9111,64.2,69,29,3.29,UG,1671160180
244,half moon bay,37.4636,-122.4286,50.86,77,0,8.05,US,1671160180
245,gamba,-2.65,10.0,76.15,86,92,1.72,GA,1671160181
246,axim,4.8699,-2.2405,77.68,86,98,5.82,GH,1671160179
247,stornoway,58.2093,-6.3865,26.56,93,100,0.0,GB,1671160181
248,port lincoln,-34.7333,135.8667,63.3,58,69,16.67,AU,1671160182
249,maldonado,-34.6667,-54.9167,60.22,68,0,7.58,UY,1671160182
250,turinsk,58.0458,63.696,-4.99,100,19,4.21,RU,1671160182
251,vacha,55.8008,42.7706,22.46,94,100,15.5,RU,1671160183
252,walvis bay,-22.9575,14.5053,64.09,86,91,2.46,NA,1671160183
253,hami,42.8,93.45,19.42,38,0,3.49,CN,1671160184
254,harper,4.375,-7.7169,77.47,84,25,5.79,LR,1671160085
255,kumluca,36.3703,30.2869,61.66,76,35,6.38,TR,1671160106
256,susanville,40.4163,-120.653,22.66,87,31,1.72,US,1671160184
257,turkan,40.3639,50.215,50.18,87,100,6.91,AZ,1671160184
258,oga,46.4631,10.347,32.54,98,100,3.33,IT,1671160185
259,srednekolymsk,67.45,153.6833,-21.73,97,100,15.12,RU,1671160185
260,vilhena,-12.7406,-60.1458,68.45,98,100,1.16,BR,1671159982
261,datong,40.0936,113.2914,11.73,23,0,8.14,CN,1671160186
262,boa vista,2.8197,-60.6733,76.98,73,0,8.05,BR,1671160186
263,san policarpo,12.1791,125.5072,82.13,82,77,13.0,PH,1671160186
264,karratha,-20.7377,116.8463,92.08,25,0,16.42,AU,1671160187
265,ati,13.2154,18.3353,67.37,18,70,10.29,TD,1671160187
266,kuusamo,65.9667,29.1833,19.44,86,40,9.22,FI,1671160187
267,chamba,32.5667,76.1333,57.07,19,0,8.52,IN,1671160188
268,aloleng,16.1307,119.7824,87.58,63,92,5.37,PH,1671160188
269,sitka,57.0531,-135.33,42.69,87,100,8.05,US,1671160188
270,kaitangata,-46.2817,169.8464,61.83,78,100,5.93,NZ,1671160189
271,carbonia,39.1672,8.5222,56.05,91,46,6.15,IT,1671160189
272,kolyvan,55.3053,82.7391,-15.18,98,62,2.55,RU,1671160190
273,inirida,3.8653,-67.9239,74.8,89,20,3.02,CO,1671160190
274,miyako,39.6367,141.9525,36.09,52,77,16.08,JP,1671160191
275,beyneu,45.3167,55.2,31.75,74,92,12.19,KZ,1671160191
276,ayan,56.45,138.1667,-10.77,67,100,22.66,RU,1671160192
277,boende,-0.2167,20.8667,69.48,94,80,2.53,CD,1671160192
278,ijui,-28.3878,-53.9147,70.43,47,7,5.88,BR,1671160066
279,tawang,27.5833,91.8667,44.6,54,55,2.57,IN,1671160192
280,ekibastuz,51.6667,75.3667,-8.34,85,3,6.51,KZ,1671160193
281,lavrentiya,65.5833,-171.0,-2.52,85,39,4.21,RU,1671160193
282,medea,36.2642,2.7539,48.43,79,100,9.71,DZ,1671160193
283,dawson creek,55.7666,-120.2362,17.58,91,78,4.52,CA,1671160194
284,nyurba,63.2842,118.3319,-8.16,98,100,4.63,RU,1671160194
285,pravia,43.4906,-6.1508,49.06,100,75,4.61,ES,1671159933
286,dawei,14.0833,98.2,80.6,54,7,4.18,MM,1671160088
287,kota kinabalu,5.9749,116.0724,85.98,74,20,5.01,MY,1671159897
288,vredendal,-31.6683,18.5012,69.13,85,9,5.28,ZA,1671160195
289,poya,-21.35,165.15,82.89,67,85,2.95,NC,1671160195
290,faya,18.3851,42.4509,48.72,68,42,1.83,SA,1671160195
291,kerema,-7.9631,145.7785,84.45,68,86,6.82,PG,1671160196
292,daoukro,7.0591,-3.9631,68.59,75,0,1.57,CI,1671160196
293,halifax,44.6453,-63.5724,36.21,92,92,7.0,CA,1671160196
294,acapulco,16.8634,-99.8901,75.02,83,0,0.0,MX,1671160158
295,kirakira,-10.4544,161.9205,84.2,71,25,5.48,SB,1671160197
296,broken hill,-31.95,141.4333,72.63,24,0,16.28,AU,1671160197
297,umm lajj,25.0213,37.2685,73.36,34,0,11.97,SA,1671160198
298,peleduy,59.6289,112.7406,-7.67,95,100,11.79,RU,1671160198
299,la ronge,55.1001,-105.2842,-1.17,94,5,5.86,CA,1671160198
300,camacha,33.0833,-16.3333,60.22,63,40,17.27,PT,1671160199
301,palaikastron,35.2,26.25,63.5,77,13,6.51,GR,1671160199
302,coihaique,-45.5752,-72.0662,50.61,81,0,3.44,CL,1671160012
303,puerto del rosario,28.5004,-13.8627,64.15,77,20,5.75,ES,1671160199
304,uddevalla,58.3478,11.9424,10.99,90,8,2.15,SE,1671160200
305,bafra,41.5678,35.9069,57.81,89,55,0.54,TR,1671160200
306,nemuro,43.3236,145.575,26.74,48,33,20.51,JP,1671160200
307,kalmunai,7.4167,81.8167,79.84,75,37,10.11,LK,1671160201
308,garden city,42.3256,-83.331,38.95,72,100,5.75,US,1671159947
309,camana,-16.6228,-72.7111,70.75,82,98,2.95,PE,1671160201
310,zhigansk,66.7697,123.3711,-44.09,99,89,5.77,RU,1671160202
311,lakes entrance,-37.8811,147.981,60.17,68,85,11.92,AU,1671160202
312,port elizabeth,-33.918,25.5701,68.29,99,100,5.75,ZA,1671160141
313,havelock,34.8791,-76.9013,59.94,88,20,19.57,US,1671160203
314,sankt johann im pongau,47.35,13.2,44.33,93,100,1.3,AT,1671160203
315,corn island,12.1694,-83.0418,81.23,79,45,17.81,NI,1671160203
316,kuressaare,58.2481,22.5039,30.15,100,100,5.75,EE,1671160204
317,taikang,46.8333,124.4167,0.73,55,8,8.16,CN,1671159921
318,xichang,27.8964,102.2634,48.33,70,100,1.68,CN,1671160204
319,adrar,20.5022,-10.0711,69.13,37,0,9.42,MR,1671160205
320,horsham,51.064,-0.3272,32.25,93,7,5.77,GB,1671160205
321,honiara,-9.4333,159.95,84.94,74,34,1.01,SB,1671160205
322,bela vista do paraiso,-22.9967,-51.1906,72.64,70,75,2.82,BR,1671160050
323,rauma,61.1272,21.5113,15.84,86,70,5.19,FI,1671160206
324,quelimane,-17.8786,36.8883,72.82,91,45,3.67,MZ,1671160206
325,moses lake,47.1301,-119.2781,25.48,94,85,5.1,US,1671160207
326,churapcha,62.0025,132.4325,-47.45,97,99,3.89,RU,1671160207
327,bilibino,68.0546,166.4372,-1.8,89,100,4.21,RU,1671160207
328,baoding,38.8511,115.4903,25.99,18,43,4.72,CN,1671160208
329,caravelas,-17.7125,-39.2481,67.73,97,100,2.3,BR,1671160098
330,havre-saint-pierre,50.2334,-63.5986,27.32,73,12,16.31,CA,1671160187
331,lapua,62.9693,23.0088,16.0,96,9,5.84,FI,1671160208
332,edd,13.9297,41.6925,76.21,71,17,6.13,ER,1671160209
333,talara,-4.5772,-81.2719,68.76,87,47,10.69,PE,1671160209
334,prince rupert,54.3161,-130.3201,37.49,100,100,4.61,CA,1671160210
335,grand gaube,-20.0064,57.6608,77.4,68,100,7.0,MU,1671160210
336,saint-pierre,-21.3393,55.4781,78.48,69,100,1.14,RE,1671160210
337,komsomolskiy,40.4272,71.7189,30.92,80,3,2.3,UZ,1671160211
338,la palma,33.8464,-118.0467,57.94,68,100,3.44,US,1671160211
339,villa carlos paz,-31.4241,-64.4978,72.39,41,0,6.6,AR,1671160212
340,moose factory,51.2585,-80.6094,30.92,87,100,11.52,CA,1671160212
341,umba,66.6871,34.3429,19.45,90,100,14.18,RU,1671160212
342,kahului,20.8947,-156.47,78.96,67,20,6.91,US,1671160213
343,kavieng,-2.5744,150.7967,83.46,70,92,6.73,PG,1671160213
344,narsaq,60.9167,-46.05,12.42,74,16,6.35,GL,1671160214
345,luderitz,-26.6481,15.1594,65.61,92,92,8.41,NA,1671160214
346,hasaki,35.7333,140.8333,55.29,42,0,11.97,JP,1671160215
347,hervey bay,-25.2986,152.8535,77.58,49,24,6.4,AU,1671160215
348,kamenka,51.3223,42.7678,22.44,92,100,9.37,RU,1671160215
349,gravdal,68.1214,13.5031,32.58,39,100,20.18,NO,1671160216
350,dunedin,-45.8742,170.5036,61.81,98,100,3.89,NZ,1671159925
351,barkhan,29.8977,69.5256,52.3,18,0,3.8,PK,1671160216
352,nanning,22.8167,108.3167,66.47,41,1,6.44,CN,1671160217
353,kununurra,-15.7667,128.7333,94.98,46,14,8.05,AU,1671160217
354,ust-ilimsk,58.0006,102.6619,-0.17,96,100,7.52,RU,1671160217
355,kutum,14.2,24.6667,55.78,43,46,7.05,SD,1671160218
356,grand forks,47.9417,-97.4337,26.33,93,100,20.71,US,1671160218
357,leningradskiy,69.3833,178.4167,-9.04,89,99,6.89,RU,1671160219
358,ancud,-41.8697,-73.8203,50.04,84,64,4.68,CL,1671160219
359,sulangan,11.1373,123.7228,82.18,77,98,12.57,PH,1671160219
360,chanika,-5.4167,38.0167,69.73,90,100,0.11,TZ,1671160164
361,sapouy,11.5544,-1.7736,67.84,15,61,6.6,BF,1671160220
362,gorin,51.1983,136.6669,-5.22,91,100,9.6,RU,1671160220
363,naryan-mar,67.6713,53.087,16.14,86,100,21.18,RU,1671160221
364,champagnole,46.7445,5.9135,39.49,94,100,2.48,FR,1671160221
365,tarboro,35.8968,-77.5358,45.1,100,100,12.66,US,1671160222
366,dingli,35.8614,14.3822,67.82,88,0,10.36,MT,1671160222
367,impfondo,1.6381,18.0667,71.4,82,44,2.3,CG,1671160222
368,barao de melgaco,-16.1944,-55.9675,74.37,92,100,4.85,BR,1671160223
